oml_tuple_id,oml_sender_id,oml_seq,oml_ts_client,oml_ts_server,timeMeas,loclat,loclon,mRssi,mRssnr,mRsrp,mRsrq,mCqi,cellid,lac,rat,networkOperator,nameBS,brand_model,avgLatency,route_id
4499,1,0,0.946,1495104562.40445,1495105484507,39.374429942748954,22.930733630879228,-93,60,-101,-9,9,43762,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
4500,1,0,0.946,1495104564.48567,1495105486582,39.374523339442405,22.930660542498817,-93,60,-101,-9,9,43762,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
4501,1,0,0.949,1495104566.56372,1495105488661,39.37460985461116,22.93061176086053,-97,40,-103,-9,8,43762,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
4502,1,0,0.95,1495104568.64391,1495105490742,39.37467905546042,22.93056974571874,-85,50,-97,-8,14,43762,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
4503,1,0,0.946,1495104570.72183,1495105492823,39.37474891101017,22.93051335026755,-103,30,-106,-12,8,43762,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
4504,1,0,0.948,1495104572.80469,1495105494900,39.374819656386016,22.930458138636865,-105,20,-107,-11,11,43762,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
4505,1,0,0.951,1495104574.8856,1495105496984,39.37488445862738,22.930411715372205,-95,20,-102,-11,12,43762,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
4506,1,0,0.951,1495104576.97367,1495105499064,39.374957705056424,22.930363274032764,-107,10,-108,-11,6,43762,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
4507,1,0,0.947,1495104579.09388,1495105501158,39.37503582163961,22.93030671091649,-95,10,-102,-10,6,43762,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
4508,1,0,0.957,1495104581.16424,1495105503272,39.37511199930536,22.93025938525912,-109,-30,-109,-14,6,43762,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
4509,1,0,0.956,1495104583.23556,1495105505346,39.37518182166985,22.930198341807515,-105,0,-107,-11,9,43762,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
4510,1,0,0.964,1495104585.30469,1495105507418,39.375286006088075,22.93012049441531,-97,-10,-103,-10,2,43763,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
4511,1,0,0.954,1495104587.37535,1495105509483,39.37536344866504,22.930065891608603,-97,-10,-103,-10,2,43763,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
4512,1,0,0.945,1495104589.4544,1495105511561,39.37541337061377,22.930017201664658,-99,50,-104,-10,9,43763,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
4513,1,0,0.948,1495104591.54574,1495105513642,39.37549632692546,22.92995051761034,-107,30,-108,-10,8,43763,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
4514,1,0,0.95,1495104593.62483,1495105515726,39.37558478892565,22.92989907891494,-95,40,-102,-10,12,43763,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
4515,1,0,0.949,1495104595.70434,1495105517805,39.37567930485247,22.929814452210636,-95,50,-102,-8,10,43763,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
4516,1,0,0.947,1495104597.78433,1495105519884,39.37577121357697,22.929727774171784,-99,40,-104,-9,9,43763,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
4517,1,0,0.949,1495104599.86536,1495105521963,39.375853517983096,22.929687270237523,-101,60,-105,-8,10,43763,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
4518,1,0,0.951,1495104601.94457,1495105524044,39.3759344594102,22.929638060732874,-101,50,-105,-10,10,43763,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
4519,1,0,0.944,1495104604.01487,1495105526126,39.37600384251032,22.929593001641386,-95,60,-102,-8,14,43763,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
4520,1,0,0.952,1495104606.09413,1495105528201,39.37608555287236,22.9295247481323,-95,50,-102,-10,10,43763,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
4521,1,0,0.944,1495104608.17207,1495105530278,39.37615326933601,22.9294755585071,-95,50,-102,-10,10,43763,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
4522,1,0,0.953,1495104610.23449,1495105532344,39.3762326801674,22.929413511955925,-97,50,-103,-9,10,43763,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
4523,1,0,0.965,1495104612.30391,1495105534415,39.37635453481947,22.92932556772983,-93,60,-101,-8,11,43763,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
4524,1,0,0.951,1495104614.38578,1495105536484,39.37642630016758,22.929259156681827,-99,-1,-1,-1,-1,43763,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
4525,1,0,0.938,1495104616.45426,1495105538564,39.376497583798866,22.92920744908897,-81,50,-95,-8,11,43763,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
4526,1,0,0.945,1495104618.53447,1495105540643,39.37656820927783,22.929147159506243,-93,50,-101,-8,10,43763,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
4527,1,0,0.948,1495104620.62204,1495105542721,39.37663810370359,22.929101274594554,-97,40,-103,-10,8,43763,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
4528,1,0,0.946,1495104622.71124,1495105544804,39.376717495324634,22.92904549772718,-93,-70,-101,-10,6,43763,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
4529,1,0,0.841,1495104624.82095,1495105546897,39.37678446151326,22.929014525958774,-89,20,-99,-11,11,43763,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
4530,1,0,0.946,1495104626.91074,1495105549004,39.37684418908599,22.92897906602401,-97,20,-103,-11,11,43763,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
4531,1,0,0.953,1495104628.99081,1495105551091,39.37691251084348,22.92894421373849,-99,30,-104,-10,10,43763,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
4532,1,0,0.943,1495104631.08183,1495105553177,39.37699118663227,22.928908824728715,-99,20,-104,-11,11,43763,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
4533,1,0,0.949,1495104633.1632,1495105555267,39.377074956026505,22.92885289525728,-83,30,-96,-10,11,43763,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
4534,1,0,0.962,1495104635.2336,1495105557347,39.377150889603286,22.92880303291644,-83,20,-96,-10,13,43763,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
4535,1,0,0.962,1495104637.29051,1495105559410,39.37727703476575,22.928724143101416,-95,20,-102,-10,13,43763,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
4536,1,0,0.954,1495104820.16777,1495105741353,39.36563388,22.92519379,-71,45,-101,-10,-1,1573,4061,LTE,20205,unknown,Nexus 5X LGE 7.1.2,1,1
4537,1,0,0.952,1495104822.28907,1495105743623,39.36570041,22.92512691,-71,45,-101,-10,-1,1573,4061,LTE,20205,unknown,Nexus 5X LGE 7.1.2,1,1
4538,1,0,1.88,1495104825.32826,1495105745712,39.36570281,22.92512424,-71,45,-101,-10,-1,1573,4061,LTE,20205,unknown,Nexus 5X LGE 7.1.2,1,1
4539,1,0,1.855,1495104828.32774,1495105748769,39.36571281,22.92508854,-71,45,-101,-10,-1,1573,4061,LTE,20205,unknown,Nexus 5X LGE 7.1.2,1,1
4540,1,0,0.961,1495104830.387,1495105751746,39.36571382,22.92509139,-71,45,-101,-10,-1,1573,4061,LTE,20205,unknown,Nexus 5X LGE 7.1.2,1,1
4541,1,0,0.964,1495104832.76816,1495105754109,39.36564398,22.92521452,-71,45,-101,-10,-1,1573,4061,LTE,20205,unknown,Nexus 5X LGE 7.1.2,1,1
4542,1,0,0.948,1495104834.82796,1495105756184,39.36556174,22.92535928,-71,45,-101,-10,-1,1573,4061,LTE,20205,unknown,Nexus 5X LGE 7.1.2,1,1
4543,1,0,0.956,1495104836.92706,1495105758246,39.36547116,22.925526,-71,45,-101,-10,-1,1573,4061,LTE,20205,unknown,Nexus 5X LGE 7.1.2,1,1
4544,1,0,0.944,1495104839.02679,1495105760358,39.36536975,22.92574013,-71,45,-101,-10,-1,1573,4061,LTE,20205,unknown,Nexus 5X LGE 7.1.2,1,1
4545,1,0,0.962,1495104841.12753,1495105762453,39.36527974,22.92596414,-71,45,-101,-10,-1,1573,4061,LTE,20205,unknown,Nexus 5X LGE 7.1.2,1,1
4546,1,0,1.387,1495104844.32693,1495105764860,39.36513955,22.92632708,-71,45,-101,-10,-1,1573,4061,LTE,20205,unknown,Nexus 5X LGE 7.1.2,1,1
4547,1,0,1.849,1495104847.34877,1495105767761,39.36503652,22.92657662,-71,45,-101,-10,-1,1573,4061,LTE,20205,unknown,Nexus 5X LGE 7.1.2,1,1
4602,1,0,0.945,1495104977.91994,1495105563539,39.37741569119904,22.92859063799421,-85,30,-97,-9,11,43763,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
4603,1,1,0.948,1495104977.97735,1495105584567,39.37822666121233,22.928041812897966,-103,-1,-1,-1,-1,45032,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
4604,1,2,0.949,1495104977.9774,1495105605590,39.37884878099264,22.92722272160907,-97,10,-103,-8,2,43763,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
4605,1,3,0.95,1495104977.97751,1495105626618,39.3794674126934,22.9265151933939,-105,40,-107,-13,2,43763,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
4606,1,4,0.951,1495104977.97755,1495105647646,39.37968730309754,22.926403404393664,-101,-1,-1,-1,-1,43763,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
4607,1,5,0.952,1495104977.97758,1495105668675,39.37995934294259,22.92634172747414,-83,-10,-96,-11,6,43763,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
4608,1,6,0.954,1495104977.9776,1495105689699,39.38079916520925,22.92591902155925,-95,100,-102,-9,2,43763,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
4609,1,7,0.955,1495104977.97763,1495105710728,39.38135145935121,22.924989725764426,-83,10,-96,-9,2,43763,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
4610,1,8,0.957,1495104977.97766,1495105731756,39.381856795504014,22.924096876069946,-89,70,-99,-8,2,43763,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
4611,1,9,0.958,1495104977.9777,1495105752783,39.382444070853175,22.923039505802873,-91,80,-100,-8,11,43763,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
5824,1,0,0.947,1495221064.15216,1495221987652,39.36516136698914,22.95090596302216,-101,140,-105,-6,12,40257,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
5825,1,0,0.932,1495221066.232,1495221989739,39.36518175833553,22.950932460117695,-101,140,-105,-6,12,40257,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
5826,1,0,0.951,1495221068.31227,1495221991817,39.36518929507419,22.950967137349352,-101,140,-105,-6,12,40257,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
5827,1,0,0.954,1495221070.39219,1495221993896,39.36517007232067,22.9509912683454,-101,140,-105,-6,12,40257,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
5828,1,0,0.94,1495221072.48179,1495221995976,39.36514680167979,22.950999575301434,-103,160,-106,-6,10,40257,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
5829,1,0,0.94,1495221074.57152,1495221998068,39.36512464464785,22.95100024808217,-97,140,-103,-6,11,40257,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
5830,1,0,0.939,1495221076.66245,1495222000158,39.36510258846907,22.951002122105642,-93,170,-101,-5,12,40257,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
5831,1,0,0.936,1495221078.76116,1495222002247,39.365088857026315,22.951004968390603,-105,150,-107,-7,11,40257,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
5832,1,0,0.934,1495221080.85906,1495222004345,39.3650912404688,22.951006105795855,-105,150,-107,-7,11,40257,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
5833,1,0,0.941,1495221082.95156,1495222006442,39.365090705210584,22.951004588797687,-109,150,-109,-6,10,40257,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
5834,1,0,0.937,1495221085.05292,1495222008538,39.36508737765572,22.950995981846642,-97,140,-103,-6,10,40257,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
5835,1,0,0.941,1495221087.14064,1495222010637,39.36508355260762,22.950993403430314,-109,150,-109,-6,10,40257,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
5836,1,0,0.941,1495221089.24104,1495222012727,39.36508355260762,22.950993403430314,-101,170,-105,-4,11,40257,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
5837,1,0,0.944,1495221091.33069,1495222014830,39.36508355260762,22.950993403430314,-109,160,-109,-6,11,40257,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
5838,1,0,0.943,1495221093.41074,1495222016917,39.365015737080206,22.951011991915774,-107,130,-108,-7,14,40257,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
5839,1,0,0.935,1495221095.50079,1495222018998,39.36502439648678,22.951038955429432,-111,130,-110,-6,11,40257,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
5840,1,0,0.945,1495221097.58081,1495222021088,39.36500117099809,22.951069445982757,-111,130,-110,-6,11,40257,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
5841,1,0,0.939,1495221099.68072,1495222023171,39.36496500479372,22.95111487333417,-107,120,-108,-7,11,40257,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
5842,1,0,0.944,1495221101.77058,1495222025264,39.364940971140264,22.95118221119067,-105,120,-107,-7,10,40257,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
5843,1,0,0.932,1495221103.87074,1495222027360,39.364924115787275,22.951256189349213,-109,100,-109,-9,10,40257,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
5844,1,0,0.938,1495221105.98077,1495222029458,39.36488099466706,22.951329717363727,-113,110,-113,-8,8,40257,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
5845,1,0,0.921,1495221108.05902,1495222031554,39.364818823243006,22.95141557436455,-107,100,-108,-7,14,40257,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
5846,1,0,0.949,1495221110.14899,1495222033647,39.36472568158535,22.951480826512462,-97,20,-103,-6,6,40268,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
5847,1,0,0.942,1495221112.2522,1495222035735,39.36464376931781,22.95156136393152,-113,40,-113,-12,6,40257,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
5848,1,0,0.944,1495221114.33253,1495222037831,39.36455905691675,22.951647937474092,-113,40,-113,-12,6,40257,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
5849,1,0,0.944,1495221116.41228,1495222039917,39.36448736993332,22.95178236627531,-113,80,-111,-8,13,40257,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
5850,1,0,0.938,1495221118.50085,1495222041999,39.36446829911204,22.951874786455186,-109,90,-109,-9,10,40257,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
5851,1,0,0.945,1495221120.57896,1495222044086,39.36443568387459,22.951962961782385,-83,90,-96,-5,12,40268,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
5852,1,0,0.94,1495221122.69404,1495222046171,39.364381332626515,22.95201274314153,-113,90,-112,-8,10,40268,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
5853,1,0,0.926,1495221124.77411,1495222048260,39.36432560439691,22.952080537302507,-113,30,-118,-8,7,40257,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
5854,1,0,0.935,1495221126.88036,1495222050368,39.36426245431425,22.95217090276882,-107,90,-108,-9,11,40257,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
5855,1,0,0.939,1495221128.99891,1495222052472,39.36421202659976,22.95225593610517,-107,90,-108,-9,11,40257,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
5856,1,0,0.95,1495221131.07586,1495222054577,39.364153915084415,22.952349733220743,-107,110,-108,-8,14,40257,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
5857,1,0,0.949,1495221133.67928,1495222056665,39.36411057084713,22.952455496165996,-107,40,-108,-9,10,40268,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
5858,1,0,0.947,1495221135.25866,1495222058753,39.36404112979064,22.952551797282524,-107,40,-108,-9,10,40257,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
5859,1,0,0.947,1495221137.36793,1495222060840,39.363981074985396,22.952653880043204,-113,70,-117,-9,11,40257,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
5860,1,0,0.94,1495221139.45505,1495222062940,39.36389677050667,22.952759278646315,-107,80,-108,-8,9,40257,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
5861,1,0,0.943,1495221141.53349,1495222065035,39.36385300885223,22.952834595280784,-107,80,-108,-8,9,40257,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
5862,1,0,0.937,1495221143.66091,1495222067124,39.3638168156586,22.952913053590073,-113,30,-111,-9,6,40257,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
5863,1,0,0.926,1495221145.78918,1495222069219,39.36377970142802,22.95300508697371,-113,60,-115,-10,9,40257,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
5864,1,0,0.928,1495221147.93587,1495222071360,39.36372735506598,22.953118731218044,-113,50,-113,-10,11,40257,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
5865,1,0,0.943,1495221149.95305,1495222073446,39.36366020448548,22.953202177630516,-113,50,-113,-9,11,40257,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
5866,1,0,0.925,1495221152.05863,1495222075541,39.36360004565838,22.953276305127133,-109,-1,-1,-1,-1,40257,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
5867,1,0,0.443,1495221154.34061,1495222077642,39.363543857613216,22.953357552732253,-109,-1,-1,-1,-1,40257,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
5868,1,0,0.928,1495221156.32239,1495222079816,39.363497376029976,22.953459988276606,-113,60,-116,-10,8,40251,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
5869,1,0,0.94,1495221158.40926,1495222081908,39.363427534239555,22.9536135704107,-113,30,-116,-10,6,40251,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
5870,1,0,0.935,1495221160.50166,1495222083992,39.36337916117139,22.953687975509574,-113,30,-116,-11,7,40251,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
5871,1,0,0.936,1495221162.59862,1495222086089,39.363354284553274,22.953763677381225,-113,30,-116,-11,7,40251,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
5872,1,0,0.939,1495221164.68867,1495222088184,39.36333116113425,22.95384246413415,-113,30,-116,-11,7,40251,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
5873,1,0,0.939,1495221166.77838,1495222090273,39.363265704175085,22.9539215119126,-113,10,-117,-12,9,40251,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
5874,1,0,0.943,1495221168.85863,1495222092364,39.36321294941016,22.954022240824084,-113,10,-119,-15,8,40251,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
5875,1,0,0.938,1495221170.9496,1495222094447,39.36315875649298,22.95412763058299,-113,10,-117,-13,8,40251,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
5876,1,0,0.939,1495221173.04533,1495222096534,39.36309360935945,22.954211346956516,-113,10,-117,-12,8,40251,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
5877,1,0,0.931,1495221175.13544,1495222098624,39.36303568621794,22.954297671662363,-113,10,-117,-12,8,40251,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
5878,1,0,0.963,1495221177.19922,1495222100713,39.36299752087165,22.954391376992028,-113,10,-113,-11,6,40251,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
5879,1,0,0.963,1495221179.279,1495222102790,39.3629539784983,22.954461496020468,-113,-10,-116,-11,7,41421,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
5880,1,0,0.957,1495221181.37205,1495222104866,39.362898850455146,22.954574934143068,-109,20,-109,-7,9,41421,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
5881,1,0,0.963,1495221183.45104,1495222106938,39.36279688759393,22.954734262537247,-107,30,-108,-9,11,41421,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
5882,1,0,0.933,1495221185.50611,1495222109007,39.362746353226946,22.954824688837235,-113,-80,-112,-12,6,40252,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
5883,1,0,0.821,1495221187.60565,1495222111093,39.3626972605583,22.95490870221778,-113,-40,-116,-14,8,40252,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
5884,1,0,0.962,1495221189.67043,1495222113188,39.36264429494335,22.954990977099076,-113,0,-112,-9,6,41421,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
5885,1,0,0.948,1495221191.74602,1495222115257,39.3625899110012,22.955073890048368,-113,0,-111,-10,11,41421,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
5886,1,0,0.954,1495221193.83387,1495222117333,39.36254533225182,22.955156268899266,-113,0,-116,-13,9,41421,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
5887,1,0,0.948,1495221195.93298,1495222119420,39.36248097754619,22.95523220922532,-113,0,-116,-13,9,41421,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
5888,1,0,0.95,1495221198.00678,1495222121505,39.36242218797642,22.955324101890245,-111,-10,-110,-10,10,41421,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
5889,1,0,0.947,1495221200.08982,1495222123593,39.362369825061215,22.955414282137728,-113,-20,-118,-13,7,41421,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
5890,1,0,0.95,1495221202.16607,1495222125674,39.3623175385639,22.95549087927931,-113,-20,-115,-12,8,41421,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
5891,1,0,0.951,1495221204.24678,1495222127756,39.36227242904358,22.955577038675973,-113,20,-115,-12,8,41421,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
5892,1,0,0.955,1495221206.31629,1495222129833,39.36221959514516,22.95567512153759,-113,10,-111,-9,12,41421,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
5893,1,0,0.962,1495221208.39366,1495222131908,39.362158082630444,22.955786997110792,-113,20,-114,-9,11,41421,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
5894,1,0,0.946,1495221210.46548,1495222133975,39.36209676760066,22.955868560276432,-113,-10,-116,-12,8,41421,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
5895,1,0,0.947,1495221212.53688,1495222136052,39.36206084307447,22.95596940874554,-113,10,-113,-9,8,41421,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
5896,1,0,0.948,1495221214.62061,1495222138132,39.36201415280833,22.956040112964622,-113,10,-117,-9,9,41421,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
5897,1,0,0.947,1495221216.73864,1495222140212,39.36197208281726,22.956139353459164,-113,-20,-116,-13,6,40252,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
5898,1,0,0.934,1495221218.81093,1495222142309,39.36194889489506,22.956263547527435,-113,-20,-116,-13,6,40252,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
5899,1,0,0.932,1495221220.92936,1495222144396,39.36193028480451,22.9563518858602,-113,-20,-116,-13,6,40252,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
5900,1,0,0.939,1495221223.05643,1495222146505,39.36189126730493,22.95643614713327,-113,-20,-116,-13,6,40252,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
5901,1,0,0.939,1495221225.09328,1495222148605,39.361842054667896,22.956505749102053,-113,-20,-113,-9,6,40301,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
5902,1,0,0.946,1495221227.18693,1495222150682,39.36177606744574,22.956598246047214,-113,-20,-113,-9,6,40301,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
5903,1,0,0.937,1495221229.26519,1495222152774,39.361731568144904,22.956708503380252,-113,30,-117,-9,9,40301,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
5904,1,0,0.96,1495221231.33013,1495222154847,39.36165160412306,22.956814792319918,-113,30,-117,-9,9,40301,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
5905,1,0,0.957,1495221233.50391,1495222156917,39.36154618348766,22.956978662641728,-113,20,-115,-9,10,40301,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
5906,1,0,0.947,1495221235.49229,1495222159000,39.361485586902646,22.957071128193405,-113,20,-115,-9,10,40301,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
5907,1,0,0.949,1495221237.60191,1495222161079,39.36142488481655,22.957130310553627,-113,20,-117,-11,9,40301,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
5908,1,0,0.94,1495221239.69064,1495222163192,39.3613819771415,22.95719038978073,-113,30,-115,-10,7,40301,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
5909,1,0,0.941,1495221241.7691,1495222165272,39.361322258353695,22.9572620768815,-113,-80,-114,-9,6,41421,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
5910,1,0,0.95,1495221243.83896,1495222167359,39.36127708082038,22.95734560746595,-99,60,-104,-10,11,41421,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
5911,1,0,0.948,1495221245.92906,1495222169438,39.36124245306702,22.957463351370635,-107,-1,-1,-1,-1,41421,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
5912,1,0,0.95,1495221248.03073,1495222171518,39.361179707362766,22.95755108700818,-113,70,-113,-10,9,41421,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
5913,1,0,0.938,1495221250.10006,1495222173599,39.361119857569015,22.957623052050025,-113,40,-113,-10,6,40252,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
5914,1,0,0.947,1495221252.1888,1495222175697,39.36108252011033,22.957719912708708,-97,40,-103,-7,15,40301,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
5915,1,0,0.937,1495221254.42201,1495222177778,39.36104438582578,22.957830188456462,-113,10,-111,-8,6,40252,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
5916,1,0,0.964,1495221256.36189,1495222179883,39.360996284823116,22.957945815598517,-111,20,-110,-8,6,40252,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
5917,1,0,0.964,1495221258.44001,1495222181953,39.360937386437435,22.958070363034594,-111,20,-110,-8,6,41421,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
5918,1,0,0.881,1495221260.51614,1495222184026,39.360896198605445,22.958134916829703,-113,50,-116,-11,7,41421,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
5919,1,0,0.939,1495221262.62699,1495222186107,39.36085213045704,22.958198106640374,-113,30,-115,-8,7,40252,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
